plot,rate,pattern,block,stage,diameter,height,who,year
307,168,Row,3,69,1.72,99.10,Laurel,2022
202,56,Row,2,67,1.72,120.65,Laurel,2023
203,168,Row,2,65,1.72,101.60,Noelle,2023
203,168,Row,2,71,1.72,109.22,Noelle,2023
206,168,Grid,2,67,1.72,85.09,Noelle,2023
209,112,Row,2,67,1.72,114.30,Noelle,2023
104,168,Grid,1,67,1.72,91.44,Noelle,2023
105,168,Row,1,71,1.72,114.30,Noelle,2023
109,56,Row,1,61,1.72,96.52,Noelle,2023
101,112,Row,1,69,1.72,96.50,Laurel,2022
105,168,Grid,1,65,1.72,86.40,Laurel,2022
109,168,Row,1,59,1.72,68.60,Laurel,2022
109,168,Row,1,65,1.72,86.40,Laurel,2022
202,168,Row,2,67,1.71,88.90,Laurel,2022
202,168,Row,2,69,1.71,92.70,Laurel,2022
202,168,Row,2,65,1.71,94.00,Laurel,2022
203,112,Row,2,63,1.71,91.40,Laurel,2022
209,168,Grid,2,69,1.71,86.40,Laurel,2022
305,168,Row,3,71,1.71,99.06,Laurel,2023
308,168,Grid,3,71,1.71,106.68,Laurel,2023
308,168,Grid,3,71,1.71,118.11,Laurel,2023
309,112,Grid,3,71,1.71,81.28,Noelle,2023
303,112,Row,3,63,1.71,94.00,Laurel,2022
303,112,Row,3,69,1.71,94.00,Laurel,2022
305,112,Grid,3,69,1.71,101.60,Laurel,2022
306,168,Grid,3,68,1.71,69.90,Cody,2022
203,168,Row,2,59,1.71,99.06,Noelle,2023
203,168,Row,2,61,1.71,99.06,Noelle,2023
206,168,Grid,2,71,1.71,97.79,Noelle,2023
206,168,Grid,2,71,1.71,102.87,Noelle,2023
102,112,Row,1,67,1.71,104.14,Noelle,2023
102,112,Row,1,71,1.71,104.14,Noelle,2023
102,112,Row,1,69,1.71,114.30,Noelle,2023
104,168,Grid,1,71,1.71,93.98,Noelle,2023
103,112,Grid,1,65,1.71,94.00,Laurel,2022
104,56,Row,1,65,1.71,101.60,Laurel,2022
201,112,Grid,2,65,1.7,94.00,Laurel,2022
209,168,Grid,2,61,1.7,88.90,Laurel,2022
305,168,Row,3,71,1.7,73.66,Noelle,2023
305,168,Row,3,71,1.7,104.14,Noelle,2023
308,168,Grid,3,71,1.7,107.95,Laurel,2023
309,112,Grid,3,61,1.7,69.85,Noelle,2023
305,112,Grid,3,67,1.7,101.60,Laurel,2022
307,168,Row,3,63,1.7,83.80,Laurel,2022
307,168,Row,3,69,1.7,94.00,Laurel,2022
307,168,Row,3,63,1.7,99.10,Laurel,2022
203,168,Row,2,69,1.7,88.90,Noelle,2023
203,168,Row,2,61,1.7,91.44,Noelle,2023
204,28,Row,2,59,1.7,69.85,Noelle,2023
206,168,Grid,2,67,1.7,88.90,Noelle,2023
206,168,Grid,2,61,1.7,100.33,Noelle,2023
109,168,Row,1,69,1.7,172.70,Laurel,2022
202,168,Row,2,63,1.69,83.80,Laurel,2022
203,112,Row,2,61,1.69,78.70,Laurel,2022
204,56,Row,2,69,1.69,96.50,Laurel,2022
209,168,Grid,2,61,1.69,88.90,Laurel,2022
209,168,Grid,2,69,1.69,99.10,Laurel,2022
308,168,Grid,3,69,1.69,76.20,Laurel,2023
308,168,Grid,3,67,1.69,93.98,Laurel,2023
309,112,Grid,3,71,1.69,101.60,Noelle,2023
306,168,Grid,3,62,1.69,90.20,Cody,2022
307,168,Row,3,63,1.69,86.40,Laurel,2022
209,112,Row,2,67,1.69,90.17,Noelle,2023
101,28,Row,1,63,1.69,106.68,Noelle,2023
102,112,Row,1,69,1.69,87.63,Noelle,2023
104,168,Grid,1,71,1.69,99.06,Noelle,2023
103,112,Grid,1,61,1.69,83.80,Laurel,2022
103,112,Grid,1,69,1.69,86.40,Laurel,2022
105,168,Grid,1,65,1.69,91.40,Laurel,2022
109,168,Row,1,69,1.69,86.40,Laurel,2022
109,168,Row,1,65,1.69,91.40,Laurel,2022
204,56,Row,2,63,1.68,81.30,Laurel,2022
209,168,Grid,2,69,1.68,45.70,Laurel,2022
305,168,Row,3,71,1.68,99.06,Laurel,2023
307,28,Grid,3,59,1.68,48.26,Noelle,2023
301,56,Grid,3,69,1.68,101.60,Laurel,2022
302,28,Grid,3,61,1.68,91.40,Laurel,2022
303,112,Row,3,69,1.68,94.00,Laurel,2022
307,168,Row,3,65,1.68,91.40,Laurel,2022
202,56,Row,2,59,1.68,76.20,Laurel,2023
202,56,Row,2,65,1.68,100.33,Laurel,2023
203,168,Row,2,71,1.68,81.28,Noelle,2023
203,168,Row,2,69,1.68,106.68,Noelle,2023
206,168,Grid,2,71,1.68,91.44,Noelle,2023
102,112,Row,1,69,1.68,107.95,Noelle,2023
103,112,Grid,1,65,1.68,115.57,Laurel,2023
105,168,Grid,1,65,1.68,81.30,Laurel,2022
109,168,Row,1,65,1.68,76.20,Laurel,2022
201,112,Grid,2,69,1.67,81.30,Laurel,2022
201,112,Grid,2,67,1.67,95.30,Laurel,2022
201,112,Grid,2,67,1.67,96.50,Laurel,2022
304,112,Row,3,69,1.67,116.84,Laurel,2023
309,112,Grid,3,59,1.67,50.80,Noelle,2023
305,112,Grid,3,69,1.67,99.10,Laurel,2022
206,168,Grid,2,61,1.67,69.85,Noelle,2023
206,168,Grid,2,71,1.67,78.74,Noelle,2023
208,112,Grid,2,69,1.67,100.33,Laurel,2023
102,112,Row,1,71,1.67,102.87,Noelle,2023
103,112,Grid,1,69,1.67,110.49,Laurel,2023
104,168,Grid,1,67,1.67,88.90,Noelle,2023
104,168,Grid,1,71,1.67,113.03,Noelle,2023
102,28,Row,1,61,1.67,86.40,Laurel,2022
109,168,Row,1,67,1.67,72.40,Laurel,2022
202,168,Row,2,69,1.66,88.90,Laurel,2022
209,168,Grid,2,65,1.66,78.70,Laurel,2022
209,168,Grid,2,61,1.66,81.30,Laurel,2022
309,112,Grid,3,71,1.66,86.36,Noelle,2023
305,112,Grid,3,59,1.66,53.30,Laurel,2022
306,168,Grid,3,67,1.66,86.40,Cody,2022
307,168,Row,3,69,1.66,96.50,Laurel,2022
308,56,Row,3,69,1.66,91.40,Laurel,2022
203,168,Row,2,71,1.66,101.60,Noelle,2023
203,168,Row,2,67,1.66,104.14,Noelle,2023
208,112,Grid,2,71,1.66,110.49,Laurel,2023
208,112,Grid,2,71,1.66,120.65,Laurel,2023
104,168,Grid,1,69,1.66,106.68,Noelle,2023
107,56,Grid,1,61,1.66,99.06,Laurel,2023
103,112,Grid,1,65,1.66,81.30,Laurel,2022
109,168,Row,1,67,1.66,81.30,Laurel,2022
304,112,Row,3,65,1.65,88.90,Laurel,2023
305,168,Row,3,71,1.65,73.66,Noelle,2023
306,28,Row,3,37,1.65,35.56,Laurel,2023
301,56,Grid,3,63,1.65,71.10,Laurel,2022
303,112,Row,3,63,1.65,88.90,Laurel,2022
306,168,Grid,3,69,1.65,94.00,Cody,2022
307,168,Row,3,69,1.65,86.40,Laurel,2022
307,168,Row,3,63,1.65,88.90,Laurel,2022
307,168,Row,3,67,1.65,99.10,Laurel,2022
206,168,Grid,2,63,1.65,71.12,Noelle,2023
206,168,Grid,2,61,1.65,85.09,Noelle,2023
104,168,Grid,1,71,1.65,99.06,Noelle,2023
104,168,Grid,1,71,1.65,111.76,Noelle,2023
105,168,Row,1,71,1.65,104.14,Noelle,2023
101,112,Row,1,69,1.65,99.10,Laurel,2022
103,112,Grid,1,65,1.65,83.80,Laurel,2022
105,168,Grid,1,61,1.65,86.40,Laurel,2022
107,56,Grid,1,65,1.65,68.60,Laurel,2022
201,112,Grid,2,71,1.64,91.40,Laurel,2022
201,112,Grid,2,69,1.64,99.10,Laurel,2022
202,168,Row,2,67,1.64,81.30,Laurel,2022
209,168,Grid,2,69,1.64,101.60,Laurel,2022
303,56,Grid,3,51,1.64,36.83,Noelle,2023
305,168,Row,3,71,1.64,88.90,Noelle,2023
305,168,Row,3,71,1.64,106.68,Laurel,2023
301,56,Grid,3,61,1.64,76.20,Laurel,2022
105,168,Row,1,71,1.64,90.17,Noelle,2023
105,168,Grid,1,67,1.64,86.40,Laurel,2022
107,56,Grid,1,67,1.64,86.40,Laurel,2022
109,168,Row,1,61,1.64,78.70,Laurel,2022
109,168,Row,1,63,1.64,170.20,Laurel,2022
202,168,Row,2,69,1.63,86.40,Laurel,2022
206,56,Grid,2,61,1.63,63.50,Laurel,2022
304,112,Row,3,69,1.63,101.60,Laurel,2023
308,168,Grid,3,71,1.63,101.60,Laurel,2023
306,168,Grid,3,69,1.63,94.00,Cody,2022
307,168,Row,3,61,1.63,86.40,Laurel,2022
308,56,Row,3,61,1.63,78.70,Laurel,2022
203,168,Row,2,61,1.63,90.17,Noelle,2023
208,112,Grid,2,69,1.63,110.49,Laurel,2023
104,168,Grid,1,67,1.63,97.79,Noelle,2023
105,168,Row,1,69,1.63,104.14,Noelle,2023
107,56,Grid,1,61,1.63,113.03,Laurel,2023
103,112,Grid,1,65,1.63,101.60,Laurel,2022
105,168,Grid,1,61,1.63,78.70,Laurel,2022
109,168,Row,1,69,1.63,91.40,Laurel,2022
201,112,Grid,2,69,1.62,86.40,Laurel,2022
202,168,Row,2,69,1.62,86.40,Laurel,2022
209,168,Grid,2,61,1.62,83.80,Laurel,2022
309,112,Grid,3,59,1.62,68.58,Noelle,2023
103,112,Grid,1,69,1.62,113.03,Laurel,2023
103,112,Grid,1,69,1.62,119.38,Laurel,2023
105,168,Row,1,71,1.62,86.36,Noelle,2023
105,168,Row,1,71,1.62,97.79,Noelle,2023
103,112,Grid,1,61,1.62,99.10,Laurel,2022
105,168,Grid,1,63,1.62,66.00,Laurel,2022
107,56,Grid,1,61,1.62,86.40,Laurel,2022
201,112,Grid,2,69,1.61,71.10,Laurel,2022
202,168,Row,2,69,1.61,94.00,Laurel,2022
204,56,Row,2,65,1.61,78.70,Laurel,2022
303,56,Grid,3,59,1.61,43.18,Noelle,2023
303,112,Row,3,65,1.61,58.40,Laurel,2022
307,168,Row,3,67,1.61,88.90,Laurel,2022
307,168,Row,3,69,1.61,104.10,Laurel,2022
203,168,Row,2,63,1.61,93.98,Noelle,2023
206,168,Grid,2,65,1.61,101.60,Noelle,2023
209,112,Row,2,65,1.61,73.66,Noelle,2023
209,112,Row,2,65,1.61,88.90,Noelle,2023
102,112,Row,1,69,1.61,105.41,Noelle,2023
105,168,Row,1,63,1.61,93.98,Noelle,2023
109,168,Row,1,65,1.61,81.30,Laurel,2022
201,112,Grid,2,69,1.6,94.00,Laurel,2022
202,168,Row,2,69,1.6,86.40,Laurel,2022
204,56,Row,2,65,1.6,83.80,Laurel,2022
206,56,Grid,2,61,1.6,71.10,Laurel,2022
305,168,Row,3,71,1.6,100.33,Laurel,2023
305,168,Row,3,71,1.6,109.22,Laurel,2023
307,168,Row,3,69,1.6,96.50,Laurel,2022
308,56,Row,3,61,1.6,86.40,Laurel,2022
202,56,Row,2,59,1.6,105.41,Laurel,2023
203,168,Row,2,59,1.6,63.50,Noelle,2023
203,168,Row,2,71,1.6,83.82,Noelle,2023
206,168,Grid,2,71,1.6,73.66,Noelle,2023
208,112,Grid,2,69,1.6,111.76,Laurel,2023
209,112,Row,2,71,1.6,87.63,Noelle,2023
104,168,Grid,1,71,1.6,96.52,Noelle,2023
101,112,Row,1,65,1.6,81.30,Laurel,2022
103,112,Grid,1,61,1.6,88.90,Laurel,2022
109,168,Row,1,61,1.6,68.60,Laurel,2022
109,168,Row,1,67,1.6,81.30,Laurel,2022
202,168,Row,2,65,1.59,92.70,Laurel,2022
204,56,Row,2,69,1.59,86.40,Laurel,2022
204,56,Row,2,65,1.59,87.60,Laurel,2022
204,56,Row,2,69,1.59,88.90,Laurel,2022
209,168,Grid,2,69,1.59,91.40,Laurel,2022
304,112,Row,3,69,1.59,124.46,Laurel,2023
305,168,Row,3,71,1.59,82.55,Noelle,2023
308,168,Grid,3,69,1.59,109.22,Laurel,2023
303,112,Row,3,65,1.59,86.40,Laurel,2022
307,168,Row,3,67,1.59,99.10,Laurel,2022
206,168,Grid,2,63,1.59,86.36,Noelle,2023
209,112,Row,2,65,1.59,81.28,Noelle,2023
102,112,Row,1,71,1.59,85.09,Noelle,2023
102,112,Row,1,71,1.59,110.49,Noelle,2023
103,112,Grid,1,69,1.59,110.49,Laurel,2023
104,168,Grid,1,71,1.59,99.06,Noelle,2023
105,168,Row,1,71,1.59,93.98,Noelle,2023
105,168,Row,1,71,1.59,105.41,Noelle,2023
101,112,Row,1,71,1.59,99.10,Laurel,2022
201,112,Grid,2,65,1.58,88.90,Laurel,2022
202,168,Row,2,69,1.58,99.10,Laurel,2022
305,168,Row,3,71,1.58,93.98,Laurel,2023
308,168,Grid,3,61,1.58,87.63,Laurel,2023
308,168,Grid,3,69,1.58,109.22,Laurel,2023
306,168,Grid,3,69,1.58,83.80,Cody,2022
307,168,Row,3,63,1.58,91.40,Laurel,2022
202,56,Row,2,59,1.58,93.98,Laurel,2023
202,56,Row,2,69,1.58,119.38,Laurel,2023
203,168,Row,2,61,1.58,76.20,Noelle,2023
103,112,Grid,1,69,1.58,121.92,Laurel,2023
104,168,Grid,1,69,1.58,86.36,Noelle,2023
104,168,Grid,1,67,1.58,87.63,Noelle,2023
202,168,Row,2,69,1.57,76.20,Laurel,2022
305,168,Row,3,69,1.57,91.44,Laurel,2023
308,168,Grid,3,63,1.57,88.90,Laurel,2023
309,112,Grid,3,63,1.57,76.20,Noelle,2023
309,112,Grid,3,71,1.57,105.41,Laurel,2023
305,112,Grid,3,69,1.57,91.40,Laurel,2022
307,168,Row,3,69,1.57,88.90,Laurel,2022
203,168,Row,2,63,1.57,71.12,Noelle,2023
203,168,Row,2,69,1.57,106.68,Noelle,2023
206,168,Grid,2,59,1.57,71.12,Noelle,2023
102,112,Row,1,71,1.57,96.52,Noelle,2023
105,168,Row,1,71,1.57,104.14,Noelle,2023
105,168,Grid,1,63,1.57,78.70,Laurel,2022
109,168,Row,1,61,1.57,58.40,Laurel,2022
202,168,Row,2,65,1.56,81.30,Laurel,2022
209,168,Grid,2,69,1.56,94.00,Laurel,2022
308,168,Grid,3,71,1.56,106.68,Laurel,2023
308,168,Grid,3,71,1.56,107.95,Laurel,2023
308,168,Grid,3,71,1.56,113.03,Laurel,2023
309,112,Grid,3,69,1.56,99.06,Noelle,2023
303,112,Row,3,67,1.56,104.10,Laurel,2022
307,168,Row,3,69,1.56,83.80,Laurel,2022
307,168,Row,3,69,1.56,101.60,Laurel,2022
203,168,Row,2,71,1.56,109.22,Noelle,2023
206,168,Grid,2,59,1.56,60.96,Noelle,2023
206,168,Grid,2,71,1.56,96.52,Noelle,2023
102,112,Row,1,71,1.56,64.77,Noelle,2023
104,168,Grid,1,65,1.56,81.28,Noelle,2023
105,168,Row,1,71,1.56,107.95,Laurel,2023
105,168,Grid,1,65,1.56,78.70,Laurel,2022
109,168,Row,1,63,1.56,73.70,Laurel,2022
109,168,Row,1,65,1.56,76.20,Laurel,2022
202,168,Row,2,69,1.55,86.40,Laurel,2022
202,168,Row,2,69,1.55,91.40,Laurel,2022
209,168,Grid,2,61,1.55,83.80,Laurel,2022
305,168,Row,3,71,1.55,59.69,Noelle,2023
307,168,Row,3,67,1.55,101.60,Laurel,2022
308,56,Row,3,67,1.55,99.10,Laurel,2022
206,168,Grid,2,63,1.55,54.61,Noelle,2023
206,168,Grid,2,61,1.55,78.74,Noelle,2023
206,168,Grid,2,71,1.55,80.01,Noelle,2023
209,112,Row,2,61,1.55,85.09,Noelle,2023
103,112,Grid,1,69,1.55,104.14,Laurel,2023
105,168,Grid,1,61,1.55,81.30,Laurel,2022
105,168,Grid,1,63,1.55,81.30,Laurel,2022
105,168,Grid,1,63,1.55,86.40,Laurel,2022
202,168,Row,2,69,1.54,76.20,Laurel,2022
209,168,Grid,2,69,1.54,81.30,Laurel,2022
209,168,Grid,2,69,1.54,96.50,Laurel,2022
308,168,Grid,3,71,1.54,111.76,Laurel,2023
305,112,Grid,3,67,1.54,111.80,Laurel,2022
307,168,Row,3,69,1.54,91.40,Laurel,2022
203,168,Row,2,71,1.54,80.01,Noelle,2023
206,168,Grid,2,71,1.54,73.66,Noelle,2023
206,168,Grid,2,59,1.54,78.74,Noelle,2023
206,168,Grid,2,69,1.54,78.74,Noelle,2023
206,168,Grid,2,63,1.54,88.90,Noelle,2023
103,112,Grid,1,61,1.54,73.66,Laurel,2023
103,112,Grid,1,69,1.54,105.41,Laurel,2023
105,168,Row,1,71,1.54,67.31,Noelle,2023
105,168,Row,1,67,1.54,106.68,Noelle,2023
202,168,Row,2,69,1.53,73.70,Laurel,2022
204,56,Row,2,65,1.53,68.60,Laurel,2022
305,168,Row,3,71,1.53,104.14,Laurel,2023
303,112,Row,3,61,1.53,91.40,Laurel,2022
307,168,Row,3,65,1.53,101.60,Laurel,2022
201,56,Grid,2,59,1.53,88.90,Laurel,2023
201,56,Grid,2,59,1.53,96.52,Laurel,2023
203,168,Row,2,65,1.53,85.09,Noelle,2023
206,168,Grid,2,71,1.53,93.98,Noelle,2023
104,168,Grid,1,71,1.53,76.20,Noelle,2023
103,112,Grid,1,61,1.53,71.10,Laurel,2022
105,168,Grid,1,63,1.53,66.00,Laurel,2022
108,28,Grid,1,61,1.53,76.20,Laurel,2022
109,168,Row,1,61,1.53,68.60,Laurel,2022
202,168,Row,2,67,1.52,83.80,Laurel,2022
202,168,Row,2,69,1.52,94.00,Laurel,2022
203,112,Row,2,61,1.52,94.00,Laurel,2022
206,56,Grid,2,61,1.52,99.10,Laurel,2022
209,168,Grid,2,69,1.52,88.90,Laurel,2022
305,168,Row,3,71,1.52,104.14,Laurel,2023
307,28,Grid,3,41,1.52,30.48,Noelle,2023
308,168,Grid,3,69,1.52,83.82,Laurel,2023
309,112,Grid,3,71,1.52,86.36,Noelle,2023
306,168,Grid,3,69,1.52,78.70,Cody,2022
306,168,Grid,3,67,1.52,91.40,Cody,2022
307,168,Row,3,69,1.52,81.30,Laurel,2022
202,56,Row,2,61,1.52,87.63,Laurel,2023
206,168,Grid,2,71,1.52,77.47,Noelle,2023
206,168,Grid,2,71,1.52,90.17,Noelle,2023
102,28,Row,1,57,1.52,40.60,Laurel,2022
103,112,Grid,1,61,1.52,88.90,Laurel,2022
109,168,Row,1,63,1.52,86.40,Laurel,2022
202,168,Row,2,67,1.51,96.50,Laurel,2022
209,168,Grid,2,69,1.51,81.30,Laurel,2022
305,168,Row,3,71,1.51,86.36,Noelle,2023
305,168,Row,3,69,1.51,104.14,Laurel,2023
305,168,Row,3,67,1.51,na,Laurel,2023
308,168,Grid,3,61,1.51,93.98,Laurel,2023
307,168,Row,3,59,1.51,88.90,Laurel,2022
307,168,Row,3,69,1.51,99.10,Laurel,2022
203,168,Row,2,69,1.51,104.14,Noelle,2023
102,112,Row,1,71,1.51,104.14,Noelle,2023
103,112,Grid,1,69,1.51,119.38,Laurel,2023
104,168,Grid,1,65,1.51,19.05,Noelle,2023
104,56,Row,1,63,1.51,68.60,Laurel,2022
206,56,Grid,2,63,1.5,78.70,Laurel,2022
207,28,Row,2,61,1.5,73.70,Laurel,2022
304,112,Row,3,63,1.5,106.68,Laurel,2023
305,168,Row,3,69,1.5,88.90,Laurel,2023
308,168,Grid,3,71,1.5,86.36,Laurel,2023
308,168,Grid,3,63,1.5,96.52,Laurel,2023
309,112,Grid,3,61,1.5,91.44,Laurel,2023
301,56,Grid,3,65,1.5,86.40,Laurel,2022
206,168,Grid,2,63,1.5,72.39,Noelle,2023
104,168,Grid,1,71,1.5,78.74,Noelle,2023
104,168,Grid,1,71,1.5,86.36,Noelle,2023
104,56,Row,1,59,1.5,53.30,Laurel,2022
109,168,Row,1,63,1.5,78.70,Laurel,2022
202,168,Row,2,67,1.49,86.40,Laurel,2022
209,168,Grid,2,69,1.49,68.60,Laurel,2022
209,168,Grid,2,69,1.49,76.20,Laurel,2022
304,112,Row,3,67,1.49,124.46,Laurel,2023
308,168,Grid,3,71,1.49,104.14,Laurel,2023
303,112,Row,3,63,1.49,91.40,Laurel,2022
308,56,Row,3,63,1.49,86.40,Laurel,2022
203,168,Row,2,71,1.49,69.85,Noelle,2023
203,168,Row,2,69,1.49,73.66,Noelle,2023
203,168,Row,2,71,1.49,93.98,Noelle,2023
209,112,Row,2,65,1.49,99.06,Noelle,2023
102,28,Row,1,59,1.49,53.30,Laurel,2022
103,112,Grid,1,59,1.49,81.30,Laurel,2022
105,168,Grid,1,63,1.49,83.80,Laurel,2022
201,112,Grid,2,67,1.48,78.70,Laurel,2022
201,112,Grid,2,69,1.48,94.00,Laurel,2022
202,168,Row,2,67,1.48,83.80,Laurel,2022
202,168,Row,2,69,1.48,91.40,Laurel,2022
209,168,Grid,2,61,1.48,80.00,Laurel,2022
305,168,Row,3,71,1.48,106.68,Laurel,2023
308,168,Grid,3,71,1.48,88.90,Laurel,2023
308,168,Grid,3,71,1.48,106.68,Laurel,2023
301,56,Grid,3,67,1.48,91.40,Laurel,2022
303,112,Row,3,61,1.48,81.30,Laurel,2022
303,112,Row,3,61,1.48,101.60,Laurel,2022
305,112,Grid,3,69,1.48,81.30,Laurel,2022
305,112,Grid,3,69,1.48,86.40,Laurel,2022
306,168,Grid,3,69,1.48,61.00,Cody,2022
308,56,Row,3,63,1.48,94.00,Laurel,2022
206,168,Grid,2,71,1.48,59.69,Noelle,2023
206,168,Grid,2,71,1.48,73.66,Noelle,2023
206,168,Grid,2,59,1.48,91.44,Noelle,2023
105,168,Row,1,69,1.48,66.04,Noelle,2023
101,112,Row,1,65,1.48,86.40,Laurel,2022
105,168,Grid,1,63,1.48,78.70,Laurel,2022
109,168,Row,1,63,1.48,71.10,Laurel,2022
202,168,Row,2,69,1.47,76.20,Laurel,2022
202,168,Row,2,65,1.47,91.40,Laurel,2022
305,168,Row,3,69,1.47,48.26,Noelle,2023
305,168,Row,3,71,1.47,80.01,Noelle,2023
305,168,Row,3,71,1.47,102.87,Laurel,2023
308,168,Grid,3,69,1.47,114.30,Laurel,2023
301,56,Grid,3,61,1.47,73.70,Laurel,2022
303,112,Row,3,65,1.47,91.40,Laurel,2022
308,56,Row,3,69,1.47,63.50,Laurel,2022
206,168,Grid,2,71,1.47,66.04,Noelle,2023
206,168,Grid,2,71,1.47,68.58,Noelle,2023
209,112,Row,2,63,1.47,63.50,Noelle,2023
105,168,Row,1,71,1.47,99.06,Noelle,2023
104,56,Row,1,61,1.47,78.70,Laurel,2022
105,168,Grid,1,63,1.47,58.40,Laurel,2022
105,168,Grid,1,63,1.47,86.40,Laurel,2022
202,168,Row,2,65,1.46,81.30,Laurel,2022
202,168,Row,2,67,1.46,91.40,Laurel,2022
305,168,Row,3,71,1.46,73.66,Noelle,2023
305,168,Row,3,71,1.46,85.09,Noelle,2023
305,168,Row,3,71,1.46,99.06,Laurel,2023
305,168,Row,3,71,1.46,106.68,Laurel,2023
201,56,Grid,2,65,1.46,113.03,Laurel,2023
208,112,Grid,2,69,1.46,99.06,Laurel,2023
209,112,Row,2,63,1.46,78.74,Noelle,2023
104,168,Grid,1,67,1.46,92.71,Noelle,2023
107,56,Grid,1,63,1.46,104.14,Laurel,2023
101,112,Row,1,69,1.46,76.20,Laurel,2022
202,168,Row,2,65,1.45,96.50,Laurel,2022
203,112,Row,2,61,1.45,68.60,Laurel,2022
209,168,Grid,2,69,1.45,86.40,Laurel,2022
305,168,Row,3,71,1.45,83.82,Noelle,2023
305,168,Row,3,71,1.45,102.87,Laurel,2023
308,168,Grid,3,71,1.45,93.98,Laurel,2023
306,168,Grid,3,69,1.45,78.70,Cody,2022
206,168,Grid,2,63,1.45,53.34,Noelle,2023
208,112,Grid,2,63,1.45,111.76,Laurel,2023
209,112,Row,2,59,1.45,68.58,Noelle,2023
102,112,Row,1,71,1.45,92.71,Noelle,2023
104,168,Grid,1,71,1.45,104.14,Noelle,2023
104,168,Grid,1,69,1.45,106.68,Noelle,2023
105,168,Row,1,69,1.45,87.63,Laurel,2023
105,168,Row,1,67,1.45,91.44,Noelle,2023
107,56,Grid,1,67,1.45,92.71,Laurel,2023
107,56,Grid,1,65,1.45,107.95,Laurel,2023
201,112,Grid,2,71,1.44,99.10,Laurel,2022
203,112,Row,2,65,1.44,71.10,Laurel,2022
204,56,Row,2,67,1.44,76.20,Laurel,2022
305,168,Row,3,71,1.44,86.36,Noelle,2023
308,168,Grid,3,71,1.44,101.60,Laurel,2023
305,112,Grid,3,67,1.44,83.80,Laurel,2022
307,168,Row,3,63,1.44,78.70,Laurel,2022
307,168,Row,3,65,1.44,86.40,Laurel,2022
307,168,Row,3,69,1.44,86.40,Laurel,2022
307,168,Row,3,69,1.44,96.50,Laurel,2022
206,168,Grid,2,63,1.44,76.20,Noelle,2023
104,168,Grid,1,71,1.44,88.90,Noelle,2023
104,168,Grid,1,71,1.44,96.52,Noelle,2023
105,168,Row,1,63,1.44,102.87,Laurel,2023
109,168,Row,1,63,1.44,73.70,Laurel,2022
202,168,Row,2,69,1.43,101.60,Laurel,2022
204,56,Row,2,65,1.43,91.40,Laurel,2022
209,168,Grid,2,61,1.43,76.20,Laurel,2022
305,168,Row,3,71,1.43,69.85,Noelle,2023
308,168,Grid,3,71,1.43,101.60,Laurel,2023
305,112,Grid,3,67,1.43,81.30,Laurel,2022
307,168,Row,3,69,1.43,94.00,Laurel,2022
206,168,Grid,2,71,1.43,104.14,Noelle,2023
104,168,Grid,1,61,1.43,72.39,Noelle,2023
105,168,Row,1,71,1.43,93.98,Laurel,2023
103,112,Grid,1,65,1.43,73.70,Laurel,2022
109,168,Row,1,61,1.43,55.90,Laurel,2022
206,56,Grid,2,61,1.42,50.80,Laurel,2022
209,168,Grid,2,61,1.42,68.60,Laurel,2022
209,168,Grid,2,69,1.42,81.30,Laurel,2022
209,168,Grid,2,65,1.42,88.90,Laurel,2022
209,168,Grid,2,67,1.42,88.90,Laurel,2022
305,168,Row,3,67,1.42,60.96,Noelle,2023
305,168,Row,3,71,1.42,69.85,Noelle,2023
305,168,Row,3,71,1.42,93.98,Laurel,2023
305,168,Row,3,67,1.42,111.76,Laurel,2023
308,168,Grid,3,71,1.42,110.49,Laurel,2023
309,112,Grid,3,69,1.42,86.36,Noelle,2023
307,168,Row,3,65,1.42,101.60,Laurel,2022
203,168,Row,2,63,1.42,73.66,Noelle,2023
203,168,Row,2,65,1.42,88.90,Noelle,2023
206,168,Grid,2,61,1.42,66.04,Noelle,2023
206,168,Grid,2,63,1.42,72.39,Noelle,2023
206,168,Grid,2,71,1.42,76.20,Noelle,2023
206,168,Grid,2,71,1.42,99.06,Noelle,2023
104,168,Grid,1,71,1.42,73.66,Noelle,2023
101,112,Row,1,63,1.42,83.80,Laurel,2022
103,112,Grid,1,61,1.42,58.40,Laurel,2022
105,168,Grid,1,65,1.42,81.30,Laurel,2022
109,168,Row,1,63,1.42,83.80,Laurel,2022
109,168,Row,1,65,1.42,86.40,Laurel,2022
201,112,Grid,2,63,1.41,83.80,Laurel,2022
203,112,Row,2,61,1.41,71.10,Laurel,2022
303,56,Grid,3,59,1.41,66.04,Noelle,2023
304,112,Row,3,69,1.41,104.14,Laurel,2023
305,168,Row,3,71,1.41,78.74,Laurel,2023
305,168,Row,3,69,1.41,83.82,Noelle,2023
305,168,Row,3,69,1.41,99.06,Laurel,2023
308,168,Grid,3,71,1.41,73.66,Laurel,2023
303,112,Row,3,61,1.41,88.90,Laurel,2022
306,168,Grid,3,62,1.41,83.80,Cody,2022
203,168,Row,2,71,1.41,96.52,Noelle,2023
206,168,Grid,2,67,1.41,50.80,Noelle,2023
104,168,Grid,1,67,1.41,59.69,Noelle,2023
105,168,Grid,1,65,1.41,73.70,Laurel,2022
109,168,Row,1,61,1.41,58.40,Laurel,2022
202,168,Row,2,71,1.4,76.20,Laurel,2022
202,168,Row,2,67,1.4,86.40,Laurel,2022
